sentitweet,themetweet,Date,Number,searchterm,Theme
-1,0,2015-10-31,20,ElizabethMay,Climate
-1,1,2015-09-30,1,ElizabethMay,Climate
-1,1,2015-10-03,1,ElizabethMay,Climate
-1,1,2015-10-04,1,ElizabethMay,Climate
-1,1,2015-10-05,1,ElizabethMay,Climate
-1,1,2015-10-15,1,ElizabethMay,Climate
-1,1,2015-10-19,1,ElizabethMay,Climate
-1,1,2015-10-20,5,ElizabethMay,Climate
-1,1,2015-10-21,3,ElizabethMay,Climate
-1,1,2015-10-24,3,ElizabethMay,Climate
-1,1,2015-10-25,4,ElizabethMay,Climate
-1,1,2015-10-27,2,ElizabethMay,Climate
-1,1,2015-10-28,1,ElizabethMay,Climate
-1,1,2015-10-29,1,ElizabethMay,Climate
0,0,2015-09-30,289,ElizabethMay,Climate
0,0,2015-10-01,145,ElizabethMay,Climate
0,0,2015-10-02,186,ElizabethMay,Climate
0,0,2015-10-03,175,ElizabethMay,Climate
0,0,2015-10-04,253,ElizabethMay,Climate
0,0,2015-10-05,155,ElizabethMay,Climate
0,0,2015-10-06,87,ElizabethMay,Climate
0,0,2015-10-09,198,ElizabethMay,Climate
0,0,2015-10-10,135,ElizabethMay,Climate
0,0,2015-10-11,102,ElizabethMay,Climate
0,0,2015-10-12,135,ElizabethMay,Climate
0,0,2015-10-13,200,ElizabethMay,Climate
0,0,2015-10-14,176,ElizabethMay,Climate
0,0,2015-10-15,146,ElizabethMay,Climate
0,0,2015-10-16,269,ElizabethMay,Climate
0,0,2015-10-17,206,ElizabethMay,Climate
0,0,2015-10-18,166,ElizabethMay,Climate
0,0,2015-10-19,251,ElizabethMay,Climate
0,0,2015-10-20,1250,ElizabethMay,Climate
0,0,2015-10-21,1164,ElizabethMay,Climate
0,0,2015-10-22,356,ElizabethMay,Climate
0,0,2015-10-23,142,ElizabethMay,Climate
0,0,2015-10-24,194,ElizabethMay,Climate
0,0,2015-10-25,146,ElizabethMay,Climate
0,0,2015-10-26,114,ElizabethMay,Climate
0,0,2015-10-27,100,ElizabethMay,Climate
0,0,2015-10-28,65,ElizabethMay,Climate
0,0,2015-10-29,176,ElizabethMay,Climate
0,0,2015-10-30,113,ElizabethMay,Climate
0,0,2015-10-31,48,ElizabethMay,Climate
0,0,NA,1,ElizabethMay,Climate
0,1,2015-09-30,2,ElizabethMay,Climate
0,1,2015-10-01,2,ElizabethMay,Climate
0,1,2015-10-02,1,ElizabethMay,Climate
0,1,2015-10-05,2,ElizabethMay,Climate
0,1,2015-10-06,1,ElizabethMay,Climate
0,1,2015-10-09,2,ElizabethMay,Climate
0,1,2015-10-10,2,ElizabethMay,Climate
0,1,2015-10-12,2,ElizabethMay,Climate
0,1,2015-10-13,1,ElizabethMay,Climate
0,1,2015-10-15,1,ElizabethMay,Climate
0,1,2015-10-17,6,ElizabethMay,Climate
0,1,2015-10-18,1,ElizabethMay,Climate
0,1,2015-10-20,160,ElizabethMay,Climate
0,1,2015-10-21,74,ElizabethMay,Climate
0,1,2015-10-22,20,ElizabethMay,Climate
0,1,2015-10-23,11,ElizabethMay,Climate
0,1,2015-10-24,266,ElizabethMay,Climate
0,1,2015-10-25,124,ElizabethMay,Climate
0,1,2015-10-26,78,ElizabethMay,Climate
0,1,2015-10-27,38,ElizabethMay,Climate
0,1,2015-10-28,14,ElizabethMay,Climate
0,1,2015-10-29,5,ElizabethMay,Climate
0,1,2015-10-30,3,ElizabethMay,Climate
0,1,2015-10-31,2,ElizabethMay,Climate
0,2,2015-10-21,1,ElizabethMay,Climate
0,2,2015-10-22,1,ElizabethMay,Climate
0,2,2015-10-24,3,ElizabethMay,Climate
0,2,2015-10-29,1,ElizabethMay,Climate
0,2,2015-10-30,1,ElizabethMay,Climate
0,2,2015-10-31,1,ElizabethMay,Climate
1,0,2015-09-30,39,ElizabethMay,Climate
1,0,2015-10-01,66,ElizabethMay,Climate
1,0,2015-10-02,103,ElizabethMay,Climate
1,0,2015-10-03,133,ElizabethMay,Climate
1,0,2015-10-04,128,ElizabethMay,Climate
1,0,2015-10-05,52,ElizabethMay,Climate
1,0,2015-10-06,53,ElizabethMay,Climate
1,0,2015-10-09,72,ElizabethMay,Climate
1,0,2015-10-10,56,ElizabethMay,Climate
1,0,2015-10-11,80,ElizabethMay,Climate
1,0,2015-10-12,69,ElizabethMay,Climate
1,0,2015-10-13,69,ElizabethMay,Climate
1,0,2015-10-14,69,ElizabethMay,Climate
1,0,2015-10-15,39,ElizabethMay,Climate
1,0,2015-10-16,83,ElizabethMay,Climate
1,0,2015-10-17,60,ElizabethMay,Climate
1,0,2015-10-18,53,ElizabethMay,Climate
1,0,2015-10-19,140,ElizabethMay,Climate
1,0,2015-10-20,496,ElizabethMay,Climate
1,0,2015-10-21,206,ElizabethMay,Climate
1,0,2015-10-22,70,ElizabethMay,Climate
1,0,2015-10-23,31,ElizabethMay,Climate
1,0,2015-10-24,93,ElizabethMay,Climate
1,0,2015-10-25,67,ElizabethMay,Climate
1,0,2015-10-26,43,ElizabethMay,Climate
1,0,2015-10-27,37,ElizabethMay,Climate
1,0,2015-10-28,59,ElizabethMay,Climate
1,0,2015-10-29,34,ElizabethMay,Climate
1,0,2015-10-30,31,ElizabethMay,Climate
1,0,2015-10-31,17,ElizabethMay,Climate
1,1,2015-10-01,1,ElizabethMay,Climate
1,1,2015-10-02,1,ElizabethMay,Climate
1,1,2015-10-04,1,ElizabethMay,Climate
1,1,2015-10-06,1,ElizabethMay,Climate
1,1,2015-10-09,4,ElizabethMay,Climate
1,1,2015-10-12,4,ElizabethMay,Climate
1,1,2015-10-16,11,ElizabethMay,Climate
1,1,2015-10-17,16,ElizabethMay,Climate
1,1,2015-10-18,4,ElizabethMay,Climate
1,1,2015-10-19,1,ElizabethMay,Climate
1,1,2015-10-20,19,ElizabethMay,Climate
1,1,2015-10-21,6,ElizabethMay,Climate
1,1,2015-10-22,1,ElizabethMay,Climate
1,1,2015-10-23,1,ElizabethMay,Climate
1,1,2015-10-24,35,ElizabethMay,Climate
1,1,2015-10-25,18,ElizabethMay,Climate
1,1,2015-10-26,12,ElizabethMay,Climate
1,1,2015-10-27,2,ElizabethMay,Climate
1,1,2015-10-28,3,ElizabethMay,Climate
1,1,2015-10-29,1,ElizabethMay,Climate
1,2,2015-10-20,1,ElizabethMay,Climate
2,0,2015-09-30,9,ElizabethMay,Climate
2,0,2015-10-01,19,ElizabethMay,Climate
2,0,2015-10-02,24,ElizabethMay,Climate
2,0,2015-10-03,37,ElizabethMay,Climate
2,0,2015-10-04,21,ElizabethMay,Climate
2,0,2015-10-05,10,ElizabethMay,Climate
2,0,2015-10-06,5,ElizabethMay,Climate
2,0,2015-10-09,8,ElizabethMay,Climate
2,0,2015-10-10,12,ElizabethMay,Climate
2,0,2015-10-11,15,ElizabethMay,Climate
2,0,2015-10-12,22,ElizabethMay,Climate
2,0,2015-10-13,17,ElizabethMay,Climate
2,0,2015-10-14,12,ElizabethMay,Climate
2,0,2015-10-15,8,ElizabethMay,Climate
2,0,2015-10-16,20,ElizabethMay,Climate
2,0,2015-10-17,13,ElizabethMay,Climate
2,0,2015-10-18,12,ElizabethMay,Climate
2,0,2015-10-19,21,ElizabethMay,Climate
2,0,2015-10-20,160,ElizabethMay,Climate
2,0,2015-10-21,47,ElizabethMay,Climate
2,0,2015-10-22,14,ElizabethMay,Climate
2,0,2015-10-23,15,ElizabethMay,Climate
2,0,2015-10-24,19,ElizabethMay,Climate
2,0,2015-10-25,29,ElizabethMay,Climate
2,0,2015-10-26,11,ElizabethMay,Climate
2,0,2015-10-27,48,ElizabethMay,Climate
2,0,2015-10-28,10,ElizabethMay,Climate
2,0,2015-10-29,9,ElizabethMay,Climate
2,0,2015-10-30,13,ElizabethMay,Climate
2,0,2015-10-31,4,ElizabethMay,Climate
2,1,2015-10-05,1,ElizabethMay,Climate
2,1,2015-10-15,1,ElizabethMay,Climate
2,1,2015-10-16,12,ElizabethMay,Climate
2,1,2015-10-19,1,ElizabethMay,Climate
2,1,2015-10-20,3,ElizabethMay,Climate
2,1,2015-10-21,1,ElizabethMay,Climate
2,1,2015-10-24,4,ElizabethMay,Climate
2,1,2015-10-25,2,ElizabethMay,Climate
2,1,2015-10-27,2,ElizabethMay,Climate
2,1,2015-10-28,1,ElizabethMay,Climate
3,0,2015-09-30,4,ElizabethMay,Climate
3,0,2015-10-01,2,ElizabethMay,Climate
3,0,2015-10-02,7,ElizabethMay,Climate
3,0,2015-10-03,3,ElizabethMay,Climate
3,0,2015-10-04,1,ElizabethMay,Climate
3,0,2015-10-05,6,ElizabethMay,Climate
3,0,2015-10-06,4,ElizabethMay,Climate
3,0,2015-10-09,1,ElizabethMay,Climate
3,0,2015-10-11,2,ElizabethMay,Climate
3,0,2015-10-12,3,ElizabethMay,Climate
3,0,2015-10-13,1,ElizabethMay,Climate
3,0,2015-10-14,4,ElizabethMay,Climate
3,0,2015-10-15,3,ElizabethMay,Climate
3,0,2015-10-16,3,ElizabethMay,Climate
3,0,2015-10-17,2,ElizabethMay,Climate
3,0,2015-10-18,4,ElizabethMay,Climate
3,0,2015-10-19,3,ElizabethMay,Climate
3,0,2015-10-20,62,ElizabethMay,Climate
3,0,2015-10-21,10,ElizabethMay,Climate
3,0,2015-10-22,1,ElizabethMay,Climate
3,0,2015-10-23,6,ElizabethMay,Climate
3,0,2015-10-24,10,ElizabethMay,Climate
3,0,2015-10-25,4,ElizabethMay,Climate
3,0,2015-10-26,1,ElizabethMay,Climate
3,0,2015-10-27,6,ElizabethMay,Climate
3,0,2015-10-28,1,ElizabethMay,Climate
3,0,2015-10-29,1,ElizabethMay,Climate
3,0,2015-10-30,2,ElizabethMay,Climate
3,0,2015-10-31,2,ElizabethMay,Climate
3,1,2015-10-20,2,ElizabethMay,Climate
3,1,2015-10-24,1,ElizabethMay,Climate
3,1,2015-10-25,1,ElizabethMay,Climate
4,0,2015-10-01,1,ElizabethMay,Climate
4,0,2015-10-03,1,ElizabethMay,Climate
4,0,2015-10-06,1,ElizabethMay,Climate
4,0,2015-10-09,1,ElizabethMay,Climate
4,0,2015-10-14,1,ElizabethMay,Climate
4,0,2015-10-16,1,ElizabethMay,Climate
4,0,2015-10-17,1,ElizabethMay,Climate
4,0,2015-10-20,12,ElizabethMay,Climate
4,0,2015-10-21,1,ElizabethMay,Climate
4,0,2015-10-22,2,ElizabethMay,Climate
4,0,2015-10-23,3,ElizabethMay,Climate
4,0,2015-10-25,2,ElizabethMay,Climate
4,0,2015-10-27,1,ElizabethMay,Climate
5,0,2015-10-11,1,ElizabethMay,Climate
5,0,2015-10-13,1,ElizabethMay,Climate
5,0,2015-10-16,1,ElizabethMay,Climate
5,0,2015-10-21,2,ElizabethMay,Climate
5,0,2015-10-27,2,ElizabethMay,Climate
5,0,2015-10-28,1,ElizabethMay,Climate
6,0,2015-10-06,1,ElizabethMay,Climate
6,0,2015-10-23,1,ElizabethMay,Climate
-10,0,2015-10-10,2,elxn2015,Climate
-6,0,2015-10-13,1,elxn2015,Climate
-5,0,2015-10-13,3,elxn2015,Climate
-5,0,2015-10-14,1,elxn2015,Climate
-5,0,2015-10-15,3,elxn2015,Climate
-5,0,2015-10-18,2,elxn2015,Climate
-5,0,2015-10-26,1,elxn2015,Climate
-4,0,2015-10-09,2,elxn2015,Climate
-4,0,2015-10-10,4,elxn2015,Climate
-4,0,2015-10-11,1,elxn2015,Climate
-4,0,2015-10-12,5,elxn2015,Climate
-4,0,2015-10-13,8,elxn2015,Climate
-4,0,2015-10-14,6,elxn2015,Climate
-4,0,2015-10-15,8,elxn2015,Climate
-4,0,2015-10-16,5,elxn2015,Climate
-4,0,2015-10-17,4,elxn2015,Climate
-4,0,2015-10-18,4,elxn2015,Climate
-3,0,2015-10-09,19,elxn2015,Climate
-3,0,2015-10-10,10,elxn2015,Climate
-3,0,2015-10-11,14,elxn2015,Climate
-3,0,2015-10-12,23,elxn2015,Climate
-3,0,2015-10-13,17,elxn2015,Climate
-3,0,2015-10-14,20,elxn2015,Climate
-3,0,2015-10-15,28,elxn2015,Climate
-3,0,2015-10-16,18,elxn2015,Climate
-3,0,2015-10-17,7,elxn2015,Climate
-3,0,2015-10-18,25,elxn2015,Climate
-3,0,2015-10-19,7,elxn2015,Climate
-3,0,2015-10-22,1,elxn2015,Climate
-3,0,2015-10-23,1,elxn2015,Climate
-3,0,2015-10-24,1,elxn2015,Climate
-2,0,2015-10-09,54,elxn2015,Climate
-2,0,2015-10-10,57,elxn2015,Climate
-2,0,2015-10-11,32,elxn2015,Climate
-2,0,2015-10-12,49,elxn2015,Climate
-2,0,2015-10-13,68,elxn2015,Climate
-2,0,2015-10-14,96,elxn2015,Climate
-2,0,2015-10-15,63,elxn2015,Climate
-2,0,2015-10-16,56,elxn2015,Climate
-2,0,2015-10-17,52,elxn2015,Climate
-2,0,2015-10-18,84,elxn2015,Climate
-2,0,2015-10-19,76,elxn2015,Climate
-2,0,2015-10-23,1,elxn2015,Climate
-2,0,2015-10-24,1,elxn2015,Climate
-2,0,2015-10-27,1,elxn2015,Climate
-2,0,2015-10-29,2,elxn2015,Climate
-2,1,2015-10-10,1,elxn2015,Climate
-2,1,2015-10-19,1,elxn2015,Climate
-1,0,2015-10-09,165,elxn2015,Climate
-1,0,2015-10-10,183,elxn2015,Climate
-1,0,2015-10-11,178,elxn2015,Climate
-1,0,2015-10-12,229,elxn2015,Climate
-1,0,2015-10-13,262,elxn2015,Climate
-1,0,2015-10-14,241,elxn2015,Climate
-1,0,2015-10-15,307,elxn2015,Climate
-1,0,2015-10-16,295,elxn2015,Climate
-1,0,2015-10-17,230,elxn2015,Climate
-1,0,2015-10-18,304,elxn2015,Climate
-1,0,2015-10-19,399,elxn2015,Climate
-1,0,2015-10-22,8,elxn2015,Climate
-1,0,2015-10-23,12,elxn2015,Climate
-1,0,2015-10-24,8,elxn2015,Climate
-1,0,2015-10-25,4,elxn2015,Climate
-1,0,2015-10-26,7,elxn2015,Climate
-1,0,2015-10-27,2,elxn2015,Climate
-1,0,2015-10-28,10,elxn2015,Climate
-1,0,2015-10-30,3,elxn2015,Climate
-1,1,2015-10-09,2,elxn2015,Climate
-1,1,2015-10-10,2,elxn2015,Climate
-1,1,2015-10-12,2,elxn2015,Climate
-1,1,2015-10-13,2,elxn2015,Climate
-1,1,2015-10-14,3,elxn2015,Climate
-1,1,2015-10-15,1,elxn2015,Climate
-1,1,2015-10-16,2,elxn2015,Climate
-1,1,2015-10-18,2,elxn2015,Climate
-1,1,2015-10-19,5,elxn2015,Climate
-1,1,2015-10-30,2,elxn2015,Climate
-1,2,2015-10-11,2,elxn2015,Climate
0,0,2015-10-09,724,elxn2015,Climate
0,0,2015-10-10,810,elxn2015,Climate
0,0,2015-10-11,780,elxn2015,Climate
0,0,2015-10-12,867,elxn2015,Climate
0,0,2015-10-13,829,elxn2015,Climate
0,0,2015-10-14,750,elxn2015,Climate
0,0,2015-10-15,1001,elxn2015,Climate
0,0,2015-10-16,979,elxn2015,Climate
0,0,2015-10-17,952,elxn2015,Climate
0,0,2015-10-18,1312,elxn2015,Climate
0,0,2015-10-19,2413,elxn2015,Climate
0,0,2015-10-22,93,elxn2015,Climate
0,0,2015-10-23,54,elxn2015,Climate
0,0,2015-10-24,21,elxn2015,Climate
0,0,2015-10-25,21,elxn2015,Climate
0,0,2015-10-26,13,elxn2015,Climate
0,0,2015-10-27,18,elxn2015,Climate
0,0,2015-10-28,19,elxn2015,Climate
0,0,2015-10-29,11,elxn2015,Climate
0,0,2015-10-30,8,elxn2015,Climate
0,0,2015-10-31,10,elxn2015,Climate
0,0,NA,1,elxn2015,Climate
0,1,2015-10-09,5,elxn2015,Climate
0,1,2015-10-10,6,elxn2015,Climate
0,1,2015-10-11,1,elxn2015,Climate
0,1,2015-10-12,3,elxn2015,Climate
0,1,2015-10-13,5,elxn2015,Climate
0,1,2015-10-14,8,elxn2015,Climate
0,1,2015-10-15,6,elxn2015,Climate
0,1,2015-10-16,3,elxn2015,Climate
0,1,2015-10-17,1,elxn2015,Climate
0,1,2015-10-18,6,elxn2015,Climate
0,1,2015-10-19,5,elxn2015,Climate
0,2,2015-10-19,1,elxn2015,Climate
1,0,2015-10-09,220,elxn2015,Climate
1,0,2015-10-10,295,elxn2015,Climate
1,0,2015-10-11,261,elxn2015,Climate
1,0,2015-10-12,291,elxn2015,Climate
1,0,2015-10-13,249,elxn2015,Climate
1,0,2015-10-14,252,elxn2015,Climate
1,0,2015-10-15,339,elxn2015,Climate
1,0,2015-10-16,298,elxn2015,Climate
1,0,2015-10-17,315,elxn2015,Climate
1,0,2015-10-18,424,elxn2015,Climate
1,0,2015-10-19,814,elxn2015,Climate
1,0,2015-10-22,35,elxn2015,Climate
1,0,2015-10-23,12,elxn2015,Climate
1,0,2015-10-24,13,elxn2015,Climate
1,0,2015-10-25,7,elxn2015,Climate
1,0,2015-10-26,6,elxn2015,Climate
1,0,2015-10-27,11,elxn2015,Climate
1,0,2015-10-28,4,elxn2015,Climate
1,0,2015-10-29,5,elxn2015,Climate
1,0,2015-10-30,16,elxn2015,Climate
1,0,2015-10-31,8,elxn2015,Climate
1,1,2015-10-09,7,elxn2015,Climate
1,1,2015-10-10,1,elxn2015,Climate
1,1,2015-10-11,1,elxn2015,Climate
1,1,2015-10-14,4,elxn2015,Climate
1,1,2015-10-15,2,elxn2015,Climate
1,1,2015-10-16,1,elxn2015,Climate
1,1,2015-10-17,2,elxn2015,Climate
1,1,2015-10-19,2,elxn2015,Climate
2,0,2015-10-09,29,elxn2015,Climate
2,0,2015-10-10,78,elxn2015,Climate
2,0,2015-10-11,65,elxn2015,Climate
2,0,2015-10-12,75,elxn2015,Climate
2,0,2015-10-13,66,elxn2015,Climate
2,0,2015-10-14,53,elxn2015,Climate
2,0,2015-10-15,65,elxn2015,Climate
2,0,2015-10-16,59,elxn2015,Climate
2,0,2015-10-17,71,elxn2015,Climate
2,0,2015-10-18,111,elxn2015,Climate
2,0,2015-10-19,206,elxn2015,Climate
2,0,2015-10-22,10,elxn2015,Climate
2,0,2015-10-23,6,elxn2015,Climate
2,0,2015-10-24,4,elxn2015,Climate
2,0,2015-10-25,1,elxn2015,Climate
2,0,2015-10-28,3,elxn2015,Climate
2,0,2015-10-29,1,elxn2015,Climate
2,0,2015-10-30,2,elxn2015,Climate
2,0,2015-10-31,2,elxn2015,Climate
2,1,2015-10-10,1,elxn2015,Climate
2,1,2015-10-12,2,elxn2015,Climate
2,1,2015-10-13,1,elxn2015,Climate
2,1,2015-10-19,1,elxn2015,Climate
3,0,2015-10-09,11,elxn2015,Climate
3,0,2015-10-10,11,elxn2015,Climate
3,0,2015-10-11,10,elxn2015,Climate
3,0,2015-10-12,10,elxn2015,Climate
3,0,2015-10-13,13,elxn2015,Climate
3,0,2015-10-14,14,elxn2015,Climate
3,0,2015-10-15,14,elxn2015,Climate
3,0,2015-10-16,7,elxn2015,Climate
3,0,2015-10-17,15,elxn2015,Climate
3,0,2015-10-18,21,elxn2015,Climate
3,0,2015-10-19,42,elxn2015,Climate
3,0,2015-10-22,1,elxn2015,Climate
4,0,2015-10-10,1,elxn2015,Climate
4,0,2015-10-11,3,elxn2015,Climate
4,0,2015-10-12,1,elxn2015,Climate
4,0,2015-10-14,2,elxn2015,Climate
4,0,2015-10-15,2,elxn2015,Climate
4,0,2015-10-16,1,elxn2015,Climate
4,0,2015-10-17,1,elxn2015,Climate
4,0,2015-10-19,8,elxn2015,Climate
5,0,2015-10-13,2,elxn2015,Climate
5,0,2015-10-16,1,elxn2015,Climate
5,0,2015-10-17,2,elxn2015,Climate
5,0,2015-10-18,1,elxn2015,Climate
6,0,2015-10-19,1,elxn2015,Climate
-9,0,2015-10-16,1,elxn42,Climate
-7,0,2015-10-22,1,elxn42,Climate
-6,0,2015-10-11,1,elxn42,Climate
-6,0,2015-10-12,1,elxn42,Climate
-6,0,2015-10-18,1,elxn42,Climate
-5,0,2015-10-09,2,elxn42,Climate
-5,0,2015-10-11,2,elxn42,Climate
-5,0,2015-10-12,2,elxn42,Climate
-5,0,2015-10-14,2,elxn42,Climate
-5,0,2015-10-17,2,elxn42,Climate
-5,0,2015-10-18,1,elxn42,Climate
-5,0,2015-10-22,4,elxn42,Climate
-5,0,2015-10-23,2,elxn42,Climate
-5,0,2015-10-26,2,elxn42,Climate
-5,0,2015-10-27,1,elxn42,Climate
-5,0,2015-10-28,2,elxn42,Climate
-5,0,2015-10-29,2,elxn42,Climate
-5,1,2015-10-17,1,elxn42,Climate
-4,0,2015-10-09,8,elxn42,Climate
-4,0,2015-10-10,1,elxn42,Climate
-4,0,2015-10-11,6,elxn42,Climate
-4,0,2015-10-12,10,elxn42,Climate
-4,0,2015-10-13,2,elxn42,Climate
-4,0,2015-10-14,4,elxn42,Climate
-4,0,2015-10-15,5,elxn42,Climate
-4,0,2015-10-16,6,elxn42,Climate
-4,0,2015-10-17,5,elxn42,Climate
-4,0,2015-10-18,5,elxn42,Climate
-4,0,2015-10-19,2,elxn42,Climate
-4,0,2015-10-22,8,elxn42,Climate
-4,0,2015-10-23,7,elxn42,Climate
-4,0,2015-10-24,6,elxn42,Climate
-4,0,2015-10-25,5,elxn42,Climate
-4,0,2015-10-26,7,elxn42,Climate
-4,0,2015-10-27,6,elxn42,Climate
-4,0,2015-10-28,8,elxn42,Climate
-4,0,2015-10-29,2,elxn42,Climate
-4,0,2015-10-30,2,elxn42,Climate
-4,1,2015-10-15,1,elxn42,Climate
-3,0,2015-10-09,31,elxn42,Climate
-3,0,2015-10-10,18,elxn42,Climate
-3,0,2015-10-11,23,elxn42,Climate
-3,0,2015-10-12,23,elxn42,Climate
-3,0,2015-10-13,35,elxn42,Climate
-3,0,2015-10-14,24,elxn42,Climate
-3,0,2015-10-15,25,elxn42,Climate
-3,0,2015-10-16,25,elxn42,Climate
-3,0,2015-10-17,30,elxn42,Climate
-3,0,2015-10-18,71,elxn42,Climate
-3,0,2015-10-19,6,elxn42,Climate
-3,0,2015-10-22,24,elxn42,Climate
-3,0,2015-10-23,33,elxn42,Climate
-3,0,2015-10-24,17,elxn42,Climate
-3,0,2015-10-25,9,elxn42,Climate
-3,0,2015-10-26,14,elxn42,Climate
-3,0,2015-10-27,17,elxn42,Climate
-3,0,2015-10-28,10,elxn42,Climate
-3,0,2015-10-29,4,elxn42,Climate
-3,0,2015-10-30,6,elxn42,Climate
-3,0,2015-10-31,3,elxn42,Climate
-3,1,2015-10-13,1,elxn42,Climate
-3,1,2015-10-17,1,elxn42,Climate
-3,1,2015-10-27,2,elxn42,Climate
-2,0,2015-10-09,114,elxn42,Climate
-2,0,2015-10-10,156,elxn42,Climate
-2,0,2015-10-11,109,elxn42,Climate
-2,0,2015-10-12,89,elxn42,Climate
-2,0,2015-10-13,109,elxn42,Climate
-2,0,2015-10-14,130,elxn42,Climate
-2,0,2015-10-15,112,elxn42,Climate
-2,0,2015-10-16,80,elxn42,Climate
-2,0,2015-10-17,88,elxn42,Climate
-2,0,2015-10-18,122,elxn42,Climate
-2,0,2015-10-19,76,elxn42,Climate
-2,0,2015-10-22,96,elxn42,Climate
-2,0,2015-10-23,95,elxn42,Climate
-2,0,2015-10-24,65,elxn42,Climate
-2,0,2015-10-25,46,elxn42,Climate
-2,0,2015-10-26,50,elxn42,Climate
-2,0,2015-10-27,55,elxn42,Climate
-2,0,2015-10-28,48,elxn42,Climate
-2,0,2015-10-29,28,elxn42,Climate
-2,0,2015-10-30,22,elxn42,Climate
-2,0,2015-10-31,13,elxn42,Climate
-2,1,2015-10-09,1,elxn42,Climate
-2,1,2015-10-10,1,elxn42,Climate
-2,1,2015-10-12,1,elxn42,Climate
-2,1,2015-10-13,1,elxn42,Climate
-2,1,2015-10-14,3,elxn42,Climate
-2,1,2015-10-16,1,elxn42,Climate
-2,1,2015-10-17,2,elxn42,Climate
-2,1,2015-10-18,2,elxn42,Climate
-2,1,2015-10-23,1,elxn42,Climate
-2,1,2015-10-24,1,elxn42,Climate
-2,1,2015-10-25,1,elxn42,Climate
-2,1,2015-10-30,1,elxn42,Climate
-1,0,2015-10-09,378,elxn42,Climate
-1,0,2015-10-10,314,elxn42,Climate
-1,0,2015-10-11,305,elxn42,Climate
-1,0,2015-10-12,351,elxn42,Climate
-1,0,2015-10-13,356,elxn42,Climate
-1,0,2015-10-14,311,elxn42,Climate
-1,0,2015-10-15,377,elxn42,Climate
-1,0,2015-10-16,323,elxn42,Climate
-1,0,2015-10-17,298,elxn42,Climate
-1,0,2015-10-18,450,elxn42,Climate
-1,0,2015-10-19,374,elxn42,Climate
-1,0,2015-10-22,361,elxn42,Climate
-1,0,2015-10-23,324,elxn42,Climate
-1,0,2015-10-24,241,elxn42,Climate
-1,0,2015-10-25,160,elxn42,Climate
-1,0,2015-10-26,220,elxn42,Climate
-1,0,2015-10-27,162,elxn42,Climate
-1,0,2015-10-28,167,elxn42,Climate
-1,0,2015-10-29,119,elxn42,Climate
-1,0,2015-10-30,110,elxn42,Climate
-1,0,2015-10-31,66,elxn42,Climate
-1,1,2015-10-09,5,elxn42,Climate
-1,1,2015-10-10,1,elxn42,Climate
-1,1,2015-10-11,2,elxn42,Climate
-1,1,2015-10-13,3,elxn42,Climate
-1,1,2015-10-14,1,elxn42,Climate
-1,1,2015-10-15,5,elxn42,Climate
-1,1,2015-10-16,4,elxn42,Climate
-1,1,2015-10-17,3,elxn42,Climate
-1,1,2015-10-18,7,elxn42,Climate
-1,1,2015-10-19,4,elxn42,Climate
-1,1,2015-10-22,1,elxn42,Climate
-1,1,2015-10-23,8,elxn42,Climate
-1,1,2015-10-24,1,elxn42,Climate
-1,1,2015-10-25,1,elxn42,Climate
-1,1,2015-10-28,1,elxn42,Climate
-1,1,2015-10-30,1,elxn42,Climate
-1,2,2015-10-17,2,elxn42,Climate
0,0,2015-10-09,1142,elxn42,Climate
0,0,2015-10-10,999,elxn42,Climate
0,0,2015-10-11,1033,elxn42,Climate
0,0,2015-10-12,1011,elxn42,Climate
0,0,2015-10-13,1009,elxn42,Climate
0,0,2015-10-14,976,elxn42,Climate
0,0,2015-10-15,1063,elxn42,Climate
0,0,2015-10-16,1118,elxn42,Climate
0,0,2015-10-17,1060,elxn42,Climate
0,0,2015-10-18,1250,elxn42,Climate
0,0,2015-10-19,1931,elxn42,Climate
0,0,2015-10-22,1396,elxn42,Climate
0,0,2015-10-23,1289,elxn42,Climate
0,0,2015-10-24,805,elxn42,Climate
0,0,2015-10-25,638,elxn42,Climate
0,0,2015-10-26,651,elxn42,Climate
0,0,2015-10-27,585,elxn42,Climate
0,0,2015-10-28,533,elxn42,Climate
0,0,2015-10-29,313,elxn42,Climate
0,0,2015-10-30,330,elxn42,Climate
0,0,2015-10-31,305,elxn42,Climate
0,0,NA,1,elxn42,Climate
0,1,2015-10-09,9,elxn42,Climate
0,1,2015-10-10,15,elxn42,Climate
0,1,2015-10-11,8,elxn42,Climate
0,1,2015-10-12,5,elxn42,Climate
0,1,2015-10-13,8,elxn42,Climate
0,1,2015-10-14,13,elxn42,Climate
0,1,2015-10-15,14,elxn42,Climate
0,1,2015-10-16,5,elxn42,Climate
0,1,2015-10-17,16,elxn42,Climate
0,1,2015-10-18,9,elxn42,Climate
0,1,2015-10-19,6,elxn42,Climate
0,1,2015-10-22,7,elxn42,Climate
0,1,2015-10-23,5,elxn42,Climate
0,1,2015-10-24,11,elxn42,Climate
0,1,2015-10-25,5,elxn42,Climate
0,1,2015-10-26,6,elxn42,Climate
0,1,2015-10-27,9,elxn42,Climate
0,1,2015-10-29,1,elxn42,Climate
0,1,2015-10-30,7,elxn42,Climate
0,2,2015-10-09,1,elxn42,Climate
0,2,2015-10-14,1,elxn42,Climate
0,2,2015-10-17,1,elxn42,Climate
